암호화요양기호,요양기관명,종별코드,종별코드명,설립구분코드,설립구분코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원링크,개설일자,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,물리치료실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,격리병실병상수,무균치료실병상수,Latitude,Longitude
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,인제대학교 상계백병원,11,종합병원,4,학교법인,110000,서울,110022,노원구,,1757,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",02-950-1114,,19890814,9,393,36,0,11,10,13,22,10,0,5,3,0,37.6485082,127.0631429
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,11,종합병원,3,공립,110000,서울,110017,중구,,4564,"서울특별시 중구 을지로 245, (을지로6가)",02-2260-7114,,20100402,23,390,55,0,0,3,10,23,8,0,0,37,0,37.5677844,127.0068849
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,11,종합병원,12,개인,110000,서울,110013,영등포구,,7442,"서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)",02-829-9000,,19740924,6,156,0,0,0,0,4,10,16,0,0,0,0,37.4906357,126.9071846
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,11,종합병원,9,재단법인,110000,서울,110019,중랑구,,2221,"서울특별시 중랑구 사가정로49길 53, (면목동)",02-490-2000,,20030917,5,260,14,0,0,1,3,12,18,0,0,3,0,37.5835428,127.0862135
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,의료법인 거붕 백병원,11,종합병원,11,의료법인,380000,경남,381000,거제시,,53290,"경상남도 거제시 계룡로5길 14, (상동동)",055-733-0000,,19790209,14,275,10,0,0,0,4,10,22,0,0,0,0,34.8732759,128.6264394
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,차의과학대학교부속구미차병원,11,종합병원,4,학교법인,370000,경북,370200,구미시,,39295,"경상북도 구미시 신시로10길 12,  (형곡동)",054-450-9700,,19950617,16,311,43,0,6,3,11,31,6,0,0,0,0,36.1144655,128.3405291
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인한마음의료재단하나병원,11,종합병원,11,의료법인,330000,충북,330102,청주흥덕구,,28378,"충청북도 청주시 흥덕구 2순환로 1262-0, 하나병원",043-230-6114,,19980615,32,372,26,0,0,1,7,23,18,0,0,0,0,36.6234909,127.4309797
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,강원특별자치도원주의료원,11,종합병원,3,공립,320000,강원,320400,원주시,,26448,"강원특별자치도 원주시 서원대로 387- ,  (개운동)",033-760-4605,,19830701,16,190,11,0,0,0,3,10,14,0,0,17,0,37.3428416,127.9573276
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 강릉동인병원,11,종합병원,11,의료법인,320000,강원,320100,강릉시,,25478,"강원특별자치도 강릉시 강릉대로419번길 42-0,  (포남동)",033-650-6161,,19830618,29,217,33,0,0,1,6,20,14,0,141,2,0,37.7735465,128.9080466
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,강원특별자치도영월의료원,11,종합병원,3,공립,320000,강원,320006,영월군,영월읍,26234,"강원특별자치도 영월군 영월읍 중앙1로 59, (영월읍)",033-370-9101,,19830701,6,165,11,0,0,1,2,10,8,0,0,2,0,37.1865137,128.4651117
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,나사렛종합병원,11,종합병원,12,개인,230000,대구,230007,대구달서구,,42784,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",053-643-1400,,20200116,12,248,14,0,0,0,5,11,20,0,0,0,0,35.814515,128.525249
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학교법인)동의병원,11,종합병원,4,학교법인,210000,부산,210004,부산진구,,47227,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",051-867-5101,,19900421,27,397,22,0,0,4,5,15,42,0,0,2,0,35.1703119,129.077121
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,한국보훈복지의료공단 부산보훈병원,11,종합병원,5,특수법인,210000,부산,210015,부산사상구,,46996,"부산광역시 사상구 백양대로 420, (주례동)",051-601-6000,,19920511,8,424,24,0,0,1,7,13,33,0,0,19,0,35.1508043,129.0027564
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,의료법인정화의료재단 봉생기념병원,11,종합병원,11,의료법인,210000,부산,210002,부산동구,,48775,"부산광역시 동구 중앙대로 401, (좌천동, 봉생병원)",051-664-4000,,19850105,16,324,22,0,0,1,8,11,23,0,31,1,0,35.131003,129.050142
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 중앙보훈병원,11,종합병원,3,공립,110000,서울,110002,강동구,,5368,"서울특별시 강동구 진황도로61길 53, (둔촌동)",02-2225-1111,,19831116,5,830,54,0,0,1,15,25,24,0,60,28,2,37.5296969,127.1477172
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,드림종합병원,11,종합병원,12,개인,230000,대구,230001,대구남구,대명동,42474,"대구광역시 남구 대명로 153, (대명동)",053-640-8800,,20090102,5,198,0,0,0,0,3,10,8,0,0,1,0,35.8396131,128.5745156
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,1,상급종합,9,재단법인,110000,서울,110018,송파구,,5505,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",02-3010-3114,,19890520,330,2094,162,25,62,10,76,93,32,3,30,28,19,37.5265455,127.1081223
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,KS병원,11,종합병원,12,개인,240000,광주,240004,광주광산구,,62248,"광주광역시 광산구 왕버들로 220, (수완동)",062-975-9000,,20110422,11,246,12,0,0,0,4,25,20,0,0,0,0,35.1981831,126.8329037
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 토마스의료재단 윌스기념병원,11,종합병원,11,의료법인,310000,경기,310603,수원팔달구,,16480,"경기도 수원시 팔달구 경수대로 437, (인계동)",031-223-2233,,20021021,6,203,14,0,0,0,9,10,12,0,0,6,0,37.2654132,127.0255907
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,인제대학교 서울백병원,11,종합병원,4,학교법인,110000,서울,110017,중구,,4551,"서울특별시 중구 마른내로 9, (저동2가)",02-2270-0114,,19760310,8,135,15,0,0,1,5,10,7,0,0,0,0,37.5653878,126.9909563
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(의)나사렛의료재단 나사렛국제병원,11,종합병원,11,의료법인,220000,인천,220007,인천연수구,,21972,"인천광역시 연수구 먼우금로 98-0, 나사렛국제병원",032-899-9999,,20091201,7,226,16,0,0,1,5,20,23,0,0,3,0,37.4080241,126.6705124
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,한림대학교동탄성심병원,11,종합병원,4,학교법인,310000,경기,312500,화성시,,18450,"경기도 화성시 큰재봉길 7, (석우동)",031-8086-3000,,20120914,21,692,74,0,13,8,19,47,17,0,0,13,0,37.2166622,127.0800079
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,근로복지공단안산병원,11,종합병원,3,공립,310000,경기,311102,안산상록구,,15324,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",031-500-1114,,19860101,6,353,19,0,0,0,3,8,24,0,0,2,0,37.316315,126.8735
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,구미강동병원,11,종합병원,12,개인,370000,경북,370200,구미시,,39399,"경상북도 구미시 인동20길 46,  (진평동)",054-453-7575,,20080324,7,186,12,0,0,0,5,10,18,0,0,0,0,36.0960566,128.4230068
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,충청남도 천안의료원,11,종합병원,3,공립,340000,충남,340202,천안동남구,,31071,"충청남도 천안시 동남구 충절로 537,  (삼룡동)",041-570-7200,,19880524,14,259,15,0,0,0,4,13,14,0,0,6,0,36.7754606,127.1800572
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,인천세종병원,11,종합병원,11,의료법인,220000,인천,220008,인천계양구,,0,"인천광역시 계양구 계양문화로 20- ,  (작전동)",032-240-8000,,20170208,10,252,16,0,0,1,7,21,8,0,0,22,0,37.5320794,126.7368315
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,곽병원,11,종합병원,11,의료법인,230000,대구,230006,대구중구,,41919,"대구광역시 중구 국채보상로 531, (수동)",053-252-2401,,19760409,12,212,0,0,0,0,4,12,15,0,0,0,0,35.868753,128.5895829
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,국군수도병원,11,종합병원,13,군병원,310000,경기,310403,성남분당구,,13574,"경기도 성남시 분당구 새마을로177번길 81, (율동)",031-725-6075,,20000226,14,590,34,0,0,0,10,28,13,1,14,8,0,37.3923728,127.149075
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영제 의료재단 엔케이세종병원,11,종합병원,11,의료법인,410000,세종시,410000,세종시,,30130,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",044-850-7700,,20190430,14,186,0,0,0,0,3,11,21,0,0,0,0,36.4795753,127.2622042
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,강릉아산병원,1,상급종합,9,재단법인,320000,강원,320100,강릉시,,25440,"강원특별자치도 강릉시 사천면 방동길 38, ()",033-610-3114,,19960730,42,633,55,0,13,5,15,31,11,0,0,5,0,37.818178,128.8585232
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,연세대학교 의과대학 용인세브란스병원,11,종합병원,4,학교법인,310000,경기,312001,용인기흥구,,16995,"경기도 용인시 기흥구 동백죽전대로 363, (중동)",1899-1004,,19830309,48,540,36,0,14,2,17,28,24,0,0,4,0,37.2687633,127.1583795
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인 길의료재단 길병원,1,상급종합,11,의료법인,220000,인천,220006,인천남동구,,21565,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원",,,19870217,57,1080,110,0,30,8,30,47,20,0,18,86,15,37.4523159,126.7074861
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인명지의료재단명지병원,11,종합병원,11,의료법인,310000,경기,311901,고양덕양구,,10475,"경기도 고양시 덕양구 화수로14번길 55, (화정동)",031-810-5114,,19830328,38,423,58,0,3,6,13,26,13,1,20,10,0,37.6426515,126.8300043
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,한림대학교성심병원,1,상급종합,4,학교법인,310000,경기,310702,안양동안구,,14068,"경기도 안양시 동안구 관평로170번길 22, (평촌동)",031-380-1500,,19981217,18,716,69,0,12,6,18,44,15,1,19,7,2,37.3915131,126.9618234
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울대학교병원,1,상급종합,3,공립,110000,서울,110016,종로구,,3080,"서울특별시 종로구 대학로 101, (연건동)",1588-5700,,19810709,121,1395,106,24,40,3,44,48,16,2,39,7,22,37.5788356,127.0010432
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 자산의료재단 제천서울병원,11,종합병원,11,의료법인,330000,충북,330300,제천시,,27170,"충청북도 제천시 숭문로 57-0, 서울병원",043-642-7606,,19900511,32,199,13,0,0,0,3,20,24,0,0,0,0,37.1385539,128.2070016
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,조선대학교병원,1,상급종합,4,학교법인,240000,광주,240001,광주동구,,61453,"광주광역시 동구 필문대로 365,  (학동)",062-220-3321,,19830415,25,688,78,0,20,3,15,32,11,0,20,9,3,35.1390364,126.9256982
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 남촌의료재단 시화병원,11,종합병원,11,의료법인,310000,경기,311700,시흥시,,15034,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",1811-7000,,19980409,35,426,33,0,0,0,7,27,38,0,0,1,0,37.3500264,126.7368961
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,효산의료재단 안양샘병원,11,종합병원,11,의료법인,310000,경기,310701,안양만안구,,14030,"경기도 안양시 만안구 삼덕로 9, (안양동, 안양샘병원)",031-467-9717,,19770218,19,286,18,0,0,1,6,20,11,0,0,1,0,37.3934995,126.9245371
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,가톨릭대학교인천성모병원,1,상급종합,4,학교법인,220000,인천,220003,인천부평구,부평동,21431,"인천광역시 부평구 동수로 56, (부평동)",032-1544-9004,,19810806,20,696,62,0,11,1,17,33,26,0,0,9,0,37.4845757,126.7249647
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,아주대학교병원,1,상급종합,4,학교법인,310000,경기,310604,수원영통구,,16499,"경기도 수원시 영통구 월드컵로 164, (원천동)",031-219-5114,,19940425,51,919,124,0,36,2,32,47,10,0,20,9,2,37.2800775,127.0482628
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,강남병원,11,종합병원,12,개인,310000,경기,312001,용인기흥구,,17064,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",031-300-0114,,20000701,18,178,32,0,0,0,5,22,17,0,0,0,0,37.2735355,127.1113393
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,11,종합병원,3,공립,110000,서울,110019,중랑구,,2053,"서울특별시 중랑구 신내로 156, (신내동)",02-2276-7000,,20110309,28,541,38,0,3,15,10,27,19,0,30,15,0,37.6129812,127.0979689
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,차의과학대학교분당차병원,11,종합병원,11,의료법인,310000,경기,310403,성남분당구,,13496,"경기도 성남시 분당구 야탑로 59, (야탑동)",031-780-5000,,19950324,98,665,54,0,35,8,25,40,18,0,22,0,7,37.4102496,127.1252498
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,인천기독병원,11,종합병원,4,학교법인,220000,인천,220004,인천중구,,0,"인천광역시 중구 답동로30번길 10- , (율목동)",032-270-8000,,19840530,4,196,10,0,0,0,4,10,17,0,0,6,0,37.4711982,126.6319369
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDIjJDgz,인산의료재단 메트로병원,11,종합병원,11,의료법인,310000,경기,310701,안양만안구,,14096,"경기도 안양시 만안구 명학로33번길 8, (안양동, 메트로병원)",031-467-9000,,19830525,6,172,10,0,0,0,1,4,6,0,0,4,0,37.3782706,126.9355276
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천세종병원,11,종합병원,11,의료법인,310000,경기,310300,부천시,,14754,"경기도 부천시 호현로489번길 28, (소사본동, 세종병원)",1599-6677,,19820820,9,263,24,0,0,1,6,20,18,0,0,4,0,37.4811218,126.791382
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,11,종합병원,7,사회복지법인,310000,경기,310402,성남중원구,,13161,"경기도 성남시 중원구 산성대로476번길 12, (금광동)",031-743-3000,,19811119,7,188,0,0,0,1,4,10,8,0,0,5,0,37.4528063,127.1620752
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교부천성모병원,11,종합병원,4,학교법인,310000,경기,310300,부천시,,14647,"경기도 부천시 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-1577-0675,,19831108,31,553,49,0,9,7,14,37,9,0,0,4,0,37.4870307,126.7923894
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,광명성애병원,11,종합병원,11,의료법인,310000,경기,310100,광명시,,14241,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",02-2680-7114,,19831209,28,224,12,0,4,3,5,20,16,0,0,0,0,37.473461,126.871844
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,충북대학교병원,1,상급종합,3,공립,330000,충북,330104,청주서원구,,28644,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원",043-269-6114,,19910531,36,608,62,0,25,2,18,49,22,1,18,48,4,36.6237995,127.4615472
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,한일병원,11,종합병원,12,개인,380000,경남,380500,진주시,,52818,"경상남도 진주시 범골로 17, 지1,1~5,7층 (충무공동)",055-759-7777,,19930212,3,265,7,0,0,0,4,20,18,0,0,1,0,35.1667316,128.1286371
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,경기도의료원파주병원,11,종합병원,3,공립,310000,경기,312200,파주시,,10922,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",940-9100,,20070816,7,154,8,0,0,1,3,20,17,0,0,31,0,37.7548246,126.7797228
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,근로복지공단 태백병원,11,종합병원,3,공립,320000,강원,320600,태백시,장성동,26052,"강원특별자치도 태백시 보드미길 12, (장성동)",033-580-3114,,19770501,5,232,10,0,0,1,2,10,20,0,0,0,0,37.103129,129.0056956
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,신가병원,11,종합병원,12,개인,240000,광주,240004,광주광산구,,62316,"광주광역시 광산구 목련로 316,  (신가동)",062-610-8100,,20030113,8,195,0,0,0,0,3,10,26,0,0,0,0,35.1774583,126.8296247
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,세종충남대학교병원,11,종합병원,5,특수법인,410000,세종시,410000,세종시,,30099,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",1800-3114,,20200623,33,362,24,0,10,3,11,28,15,0,0,5,2,36.5195969,127.2581135
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,연세에스병원,11,종합병원,12,개인,380000,경남,380703,창원진해구,,51659,"경상남도 창원시 진해구 해원로32번길 13, (이동)",055-548-7700,,20031205,12,252,10,0,0,0,3,10,38,0,0,0,0,35.1547105,128.6983317
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,좋은문화병원,11,종합병원,12,개인,210000,부산,210002,부산동구,,48735,"부산광역시 동구 범일로 119, (범일동)",051-644-2002,,19861101,54,216,8,0,12,8,8,12,27,0,0,2,0,35.1408913,129.05906
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,한림대학교 한강성심병원,11,종합병원,4,학교법인,110000,서울,110013,영등포구,,7247,"서울특별시 영등포구 버드나루로7길 12, (영등포동7가, 한강성심병원)",02-2639-5114,,19820419,2,124,11,0,0,0,4,7,14,0,0,3,0,37.523134,126.9096815
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,가톨릭대학교 성빈센트병원,11,종합병원,4,학교법인,310000,경기,310603,수원팔달구,,16247,"경기도 수원시 팔달구 중부대로 93, (지동)",031-1577-8588,,19670523,40,680,73,0,18,5,20,37,13,0,36,6,4,37.2779747,127.0275627
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,의료법인 녹산의료재단동수원병원,11,종합병원,11,의료법인,310000,경기,310603,수원팔달구,,16494,"경기도 수원시 팔달구 중부대로 165, (우만동)",031-210-0114,,19830518,20,319,23,0,0,2,5,20,14,0,0,1,0,37.2786501,127.0338866
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,효산의료재단 지샘병원,11,종합병원,11,의료법인,310000,경기,311400,군포시,,15839,"경기도 군포시 군포로 591, (당동, (G샘병원)군포샘병원)",031-389-3000,,20130612,16,351,19,0,0,1,5,21,11,0,0,2,0,37.3586825,126.9473464
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,서울특별시서남병원,11,종합병원,3,공립,110000,서울,110020,양천구,,8049,"서울특별시 양천구 신정이펜1로 20, (신정동)",1566-6688,,20110328,7,223,16,0,0,0,5,10,14,0,0,4,0,37.5118952,126.8331574
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,대아의료재단한도병원,11,종합병원,11,의료법인,310000,경기,311101,안산단원구,,15367,"경기도 안산시 단원구 선부광장로 103, (선부동)",031-8040-1114,,20061013,2,252,30,0,0,0,5,20,42,0,0,0,0,37.3340423,126.8076183
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,메디인병원,11,종합병원,12,개인,310000,경기,312200,파주시,,10913,"경기도 파주시 금릉역로 190, (금촌동)",031-943-1191,,20220329,14,192,11,0,0,0,4,14,18,0,0,2,0,37.7614679,126.7674172
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,재단법인대구포교성베네딕도수녀회창원파티마병원,11,종합병원,9,재단법인,380000,경남,380704,창원의창구,명서동,51394,"경상남도 창원시 의창구 창이대로 45, (명서동)",055-270-1000,,19830202,35,401,26,0,2,7,7,25,28,0,0,2,0,35.2481739,128.6439587
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인숭인의료재단 김해복음병원,11,종합병원,11,의료법인,380000,경남,380100,김해시,,50923,"경상남도 김해시 활천로 33, (삼정동)",055-330-8888,,20051129,14,275,10,0,0,0,5,14,10,0,0,0,0,35.2306135,128.893201
