요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
포항성모병원,11,종합병원,370000,경상도,370701,포항남구,,37661,"경상북도 포항시 남구 대잠동길 17,  (대잠동)",054-272-0151,,19770531,105,0,3,7,92,2,0,0,1,0,0,0,0,0,129.3399527,36.0159003
하남성심병원,11,종합병원,240000,광주,240004,광주광산구,,62338,"광주광역시 광산구 용아로 259,  (산정동)",062-953-6000,,19930308,25,0,0,0,24,1,0,0,0,0,0,0,0,0,126.8009586,35.1666556
학교법인 가톨릭학원 가톨릭대학교 대전성모병원,11,종합병원,250000,대전,250005,대전중구,,34943,"대전광역시 중구 대흥로 64, (대흥동)",042-220-9114,,19800515,200,0,22,48,126,1,0,0,3,0,0,0,0,0,127.420163,36.323042
학교법인 건양교육재단 건양대학교병원,11,종합병원,250000,대전,250003,대전서구,관저동,35365,"대전광역시 서구 관저동로 158, (관저동)",042-600-9999,,19991120,296,0,27,96,170,0,0,0,3,0,0,0,0,0,127.342613,36.306642
학교법인 을지학원 대전을지대학교병원,11,종합병원,250000,대전,250003,대전서구,,35233,"대전광역시 서구 둔산서로 95, (둔산동)",042-611-3000,,19810305,245,0,21,74,147,1,0,0,2,0,0,0,0,0,127.3819888,36.3553098
학교법인 을지학원 의정부을지대학교병원,11,종합병원,310000,경기,310800,의정부시,,11759,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",031-951-1000,,20201123,132,1,0,0,127,0,0,0,4,0,0,0,0,0,127.0506997,37.7518185
학교법인 춘해병원,11,종합병원,210000,부산,210004,부산진구,범천동,47352,"부산광역시 부산진구 중앙대로 605, (범천동)",051-638-8000,,19740226,23,0,0,0,23,0,0,0,0,0,0,0,0,0,129.0583786,35.1469602
학교법인)동의병원,11,종합병원,210000,부산,210004,부산진구,,47227,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",051-867-5101,,19900421,87,4,5,12,64,2,0,0,0,0,0,0,0,0,129.076514,35.1698203
한국보훈복지의료공단 대구보훈병원,11,종합병원,230000,대구,230007,대구달서구,,42835,"대구광역시 달서구 월곡로 60, (도원동)",053-630-7000,,19930210,54,0,0,1,47,1,0,0,5,0,0,0,0,0,128.5519785,35.8028206
한국보훈복지의료공단 부산보훈병원,11,종합병원,210000,부산,210015,부산사상구,,46996,"부산광역시 사상구 백양대로 420, (주례동)",051-601-6000,,19920511,80,3,6,5,58,1,0,0,6,1,0,0,0,0,129.006575,35.1533821
한국보훈복지의료공단 중앙보훈병원,11,종합병원,110000,서울,110002,강동구,,5368,"서울특별시 강동구 진황도로61길 53, (둔촌동)",02-2225-1111,,19831116,312,1,28,72,151,0,9,30,20,0,0,0,1,0,127.1481606,37.530634
한국원자력의학원원자력병원,11,종합병원,110000,서울,110022,노원구,,1812,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",02-970-2114,,19851129,167,2,39,11,113,0,0,0,2,0,0,0,0,0,127.0824199,37.6288668
한림대학교 강남성심병원,11,종합병원,110000,서울,110013,영등포구,,7441,"서울특별시 영등포구 신길로 1, (대림동, 강남성심병원)",02-829-5114,,19800111,263,0,23,81,154,0,0,0,5,0,0,0,0,0,126.9086527,37.4937262
한림대학교 한강성심병원,11,종합병원,110000,서울,110013,영등포구,,7247,"서울특별시 영등포구 버드나루로7길 12, (영등포동7가, 한강성심병원)",02-2639-5114,,19820419,20,0,0,0,20,0,0,0,0,0,0,0,0,0,126.9096811,37.5231702
한림대학교동탄성심병원,11,종합병원,310000,경기,312500,화성시,,18450,"경기도 화성시 큰재봉길 7, (석우동)",031-8086-3000,,20120914,290,0,28,67,191,0,0,0,4,0,0,0,0,0,127.0801288,37.2166284
한림대학교부속 춘천성심병원,11,종합병원,320000,강원,320500,춘천시,,24253,"강원특별자치도 춘천시 삭주로 77, 77",033-240-5000,,19841210,156,0,12,39,104,0,0,0,1,0,0,0,0,0,127.7399592,37.8840791
한림병원,11,종합병원,220000,인천,220008,인천계양구,,21079,"인천광역시 계양구 장제로 722, (작전동)",032-540-9114,,20030801,82,0,3,0,78,0,0,0,1,0,0,0,0,0,126.7343513,37.5320982
한마음병원,11,종합병원,390000,제주,390200,제주시,,0,"제주특별자치도 제주시 연신로 52- , (이도이동)",064-750-9000,,19990913,31,0,0,0,30,1,0,0,0,0,0,0,0,0,126.5462386,33.4962868
한양대학교구리병원,11,종합병원,310000,경기,311000,구리시,,11923,"경기도 구리시 경춘로 153, (교문동)",1644-9118,,19950603,227,0,15,66,144,0,0,0,2,0,0,0,0,0,127.1324273,37.6012985
한일병원,11,종합병원,380000,경상도,380500,진주시,,52818,"경상남도 진주시 범골로 17, 지1,1~5,7층 (충무공동)",055-759-7777,,19930212,37,0,0,0,35,1,0,0,0,1,0,0,0,0,128.1285557,35.1669944
해남우리종합병원,11,종합병원,360000,전라도,360021,해남군,,59021,"전라남도 해남군 옥천면 해남로 597, ()",061-530-7000,,20070525,32,1,0,0,30,1,0,0,0,0,0,0,0,0,126.6465633,34.5842521
해피뷰병원,11,종합병원,240000,광주,240002,광주북구,,61239,"광주광역시 북구 경열로 216-0, 해피뷰병원",062-519-9000,,20020527,19,0,0,0,19,0,0,0,0,0,0,0,0,0,126.906773,35.1586417
현대병원,11,종합병원,310000,경기,311500,남양주시,,12013,"경기도 남양주시 진접읍 봉현로 21, ()",031-574-9118,,20090901,73,1,0,0,71,0,0,0,1,0,0,0,0,0,127.179882,37.7154268
현대유비스병원,11,종합병원,220000,인천,220001,인천미추홀구,,22173,"인천광역시 미추홀구 독배로 503-0, 현대유비스병원",032-888-7575,,20130701,48,1,0,0,45,1,0,0,1,0,0,0,0,0,126.6429995,37.4615989
혜민병원,11,종합병원,110000,서울,110023,광진구,,5056,"서울특별시 광진구 자양로 85, (자양동)",02-2049-9000,,19851113,38,0,0,0,38,0,0,0,0,0,0,0,0,0,127.0836246,37.5354079
홍익병원,11,종합병원,110000,서울,110020,양천구,신정동,7937,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",02-2693-5555,,19930820,61,0,4,5,49,1,0,0,2,0,0,0,0,0,126.8636551,37.5284838
홍천아산병원,11,종합병원,320000,강원,320013,홍천군,홍천읍,25131,"강원특별자치도 홍천군 홍천읍 산림공원1길 17, 17",033-430-5151,,19891106,11,2,0,0,9,0,0,0,0,0,0,0,0,0,127.8948538,37.6908303
효산의료재단 안양샘병원,11,종합병원,310000,경기,310701,안양만안구,,14030,"경기도 안양시 만안구 삼덕로 9, (안양동, 안양샘병원)",031-467-9717,,19770218,97,1,5,6,80,3,0,0,1,1,0,0,0,0,126.924394,37.3935234
효산의료재단 지샘병원,11,종합병원,310000,경기,311400,군포시,,15839,"경기도 군포시 군포로 591, (당동, (G샘병원)군포샘병원)",031-389-3000,,20130612,83,4,4,2,71,2,0,0,0,0,0,0,0,0,126.9473164,37.358672
희명병원,11,종합병원,110000,서울,110025,금천구,,8626,"서울특별시 금천구 시흥대로 244, (시흥동)",02-804-0002,,19850621,24,1,0,0,23,0,0,0,0,0,0,0,0,0,126.9005836,37.4556869
